location,date,vaccine,total_vaccinations
Argentina,2021-06-22,Oxford/AstraZeneca,6576256
Argentina,2021-06-22,Pfizer/BioNTech,48
Argentina,2021-06-22,Sinopharm/Beijing,3790124
Argentina,2021-06-22,Sputnik V,8934827
Argentina,2021-06-23,Oxford/AstraZeneca,6770150
Argentina,2021-06-23,Sinopharm/Beijing,3814476
Argentina,2021-06-23,Sputnik V,8979833
Argentina,2021-06-24,Oxford/AstraZeneca,6945327
Argentina,2021-06-24,Sinopharm/Beijing,3887651
Argentina,2021-06-24,Sputnik V,9036084
Argentina,2021-06-25,CanSino,12
Argentina,2021-06-25,Moderna,18
Argentina,2021-06-25,Oxford/AstraZeneca,7164990
Argentina,2021-06-25,Pfizer/BioNTech,50
Argentina,2021-06-25,Sinopharm/Beijing,3997540
Argentina,2021-06-25,Sputnik V,9083428
Argentina,2021-06-26,Oxford/AstraZeneca,7358272
Argentina,2021-06-26,Sinopharm/Beijing,4089363
Argentina,2021-06-26,Sputnik V,9114704
Argentina,2021-06-27,Oxford/AstraZeneca,7457530
Argentina,2021-06-27,Sinopharm/Beijing,4147238
Argentina,2021-06-27,Sputnik V,9133861
Argentina,2021-06-28,Oxford/AstraZeneca,7623375
Argentina,2021-06-28,Sinopharm/Beijing,4326722
Argentina,2021-06-28,Sputnik V,9161709
Argentina,2021-06-29,Oxford/AstraZeneca,7800995
Argentina,2021-06-29,Sinopharm/Beijing,4499608
Argentina,2021-06-29,Sputnik V,9185759
Argentina,2021-06-30,Oxford/AstraZeneca,8008486
Argentina,2021-06-30,Pfizer/BioNTech,51
Argentina,2021-06-30,Sinopharm/Beijing,4650306
Argentina,2021-06-30,Sputnik V,9203447
Argentina,2021-07-01,Oxford/AstraZeneca,8322072
Argentina,2021-07-01,Sinopharm/Beijing,4753302
Argentina,2021-07-01,Sputnik V,9219232
Argentina,2021-07-02,CanSino,13
Argentina,2021-07-02,Oxford/AstraZeneca,8589617
Argentina,2021-07-02,Sinopharm/Beijing,4866282
Argentina,2021-07-02,Sputnik V,9254458
Argentina,2021-07-03,Oxford/AstraZeneca,8753520
Argentina,2021-07-03,Pfizer/BioNTech,53
Argentina,2021-07-03,Sinopharm/Beijing,4939485
Argentina,2021-07-03,Sputnik V,9354082
Argentina,2021-07-04,Oxford/AstraZeneca,8869485
Argentina,2021-07-04,Pfizer/BioNTech,54
Argentina,2021-07-04,Sinopharm/Beijing,4996685
Argentina,2021-07-04,Sputnik V,9377488
Argentina,2021-07-05,Oxford/AstraZeneca,9129707
Argentina,2021-07-05,Sinopharm/Beijing,5056803
Argentina,2021-07-05,Sputnik V,9467188
Argentina,2021-07-06,Oxford/AstraZeneca,9366532
Argentina,2021-07-06,Pfizer/BioNTech,55
Argentina,2021-07-06,Sinopharm/Beijing,5118613
Argentina,2021-07-06,Sputnik V,9585582
Argentina,2021-07-07,Oxford/AstraZeneca,9593490
Argentina,2021-07-07,Sinopharm/Beijing,5165596
Argentina,2021-07-07,Sputnik V,9716193
Argentina,2021-07-08,Moderna,19
Argentina,2021-07-08,Oxford/AstraZeneca,9726057
Argentina,2021-07-08,Sinopharm/Beijing,5274061
Argentina,2021-07-08,Sputnik V,9885822
Argentina,2021-07-09,Moderna,21
Argentina,2021-07-09,Oxford/AstraZeneca,9789286
Argentina,2021-07-09,Sinopharm/Beijing,5386132
Argentina,2021-07-09,Sputnik V,10068221
Argentina,2021-07-10,Moderna,25
Argentina,2021-07-10,Oxford/AstraZeneca,9861196
Argentina,2021-07-10,Sinopharm/Beijing,5545764
Argentina,2021-07-10,Sputnik V,10168751
Argentina,2021-07-11,Moderna,27
Argentina,2021-07-11,Oxford/AstraZeneca,9912759
Argentina,2021-07-11,Sinopharm/Beijing,5610631
Argentina,2021-07-11,Sputnik V,10217880
Argentina,2021-07-12,Oxford/AstraZeneca,10000498
Argentina,2021-07-12,Sinopharm/Beijing,5788389
Argentina,2021-07-12,Sputnik V,10339719
Argentina,2021-07-13,Oxford/AstraZeneca,10080400
Argentina,2021-07-13,Pfizer/BioNTech,56
Argentina,2021-07-13,Sinopharm/Beijing,5959478
Argentina,2021-07-13,Sputnik V,10482451
Argentina,2021-07-14,Oxford/AstraZeneca,10149414
Argentina,2021-07-14,Pfizer/BioNTech,57
Argentina,2021-07-14,Sinopharm/Beijing,6160011
Argentina,2021-07-14,Sputnik V,10611408
Argentina,2021-07-15,Oxford/AstraZeneca,10211541
Argentina,2021-07-15,Pfizer/BioNTech,58
Argentina,2021-07-15,Sinopharm/Beijing,6374838
Argentina,2021-07-15,Sputnik V,10734571
Argentina,2021-07-16,Oxford/AstraZeneca,10264433
Argentina,2021-07-16,Sinopharm/Beijing,6634883
Argentina,2021-07-16,Sputnik V,10878156
Argentina,2021-07-17,Oxford/AstraZeneca,10304844
Argentina,2021-07-17,Sinopharm/Beijing,6809334
Argentina,2021-07-17,Sputnik V,10986042
Argentina,2021-07-18,Oxford/AstraZeneca,10347065
Argentina,2021-07-18,Sinopharm/Beijing,6897039
Argentina,2021-07-18,Sputnik V,11024388
Argentina,2021-07-19,Moderna,28
Argentina,2021-07-19,Oxford/AstraZeneca,10428367
Argentina,2021-07-19,Pfizer/BioNTech,59
Argentina,2021-07-19,Sinopharm/Beijing,7163250
Argentina,2021-07-19,Sputnik V,11095759
Argentina,2021-07-20,CanSino,15
Argentina,2021-07-20,Moderna,40
Argentina,2021-07-20,Oxford/AstraZeneca,10497404
Argentina,2021-07-20,Sinopharm/Beijing,7356291
Argentina,2021-07-20,Sputnik V,11282473
Argentina,2021-07-21,Moderna,47
Argentina,2021-07-21,Oxford/AstraZeneca,10564081
Argentina,2021-07-21,Sinopharm/Beijing,7620653
Argentina,2021-07-21,Sputnik V,11371573
Argentina,2021-07-22,Moderna,49
Argentina,2021-07-22,Oxford/AstraZeneca,10625772
Argentina,2021-07-22,Sinopharm/Beijing,7905022
Argentina,2021-07-22,Sputnik V,11413963
Argentina,2021-07-23,Moderna,52
Argentina,2021-07-23,Oxford/AstraZeneca,10700603
Argentina,2021-07-23,Sinopharm/Beijing,8212133
Argentina,2021-07-23,Sputnik V,11440919
Argentina,2021-07-24,Moderna,54
Argentina,2021-07-24,Oxford/AstraZeneca,10761569
Argentina,2021-07-24,Sinopharm/Beijing,8371716
Argentina,2021-07-24,Sputnik V,11458099
Argentina,2021-07-25,Moderna,71
Argentina,2021-07-25,Oxford/AstraZeneca,10773197
Argentina,2021-07-25,Sinopharm/Beijing,8485243
Argentina,2021-07-25,Sputnik V,11466856
Argentina,2021-07-26,Moderna,75
Argentina,2021-07-26,Oxford/AstraZeneca,10876819
Argentina,2021-07-26,Sinopharm/Beijing,8762567
Argentina,2021-07-26,Sputnik V,11493738
Argentina,2021-07-27,Moderna,102
Argentina,2021-07-27,Oxford/AstraZeneca,11047490
Argentina,2021-07-27,Sinopharm/Beijing,9004925
Argentina,2021-07-27,Sputnik V,11509119
Argentina,2021-07-28,Moderna,134
Argentina,2021-07-28,Oxford/AstraZeneca,11206877
Argentina,2021-07-28,Sinopharm/Beijing,9290130
Argentina,2021-07-28,Sputnik V,11524737
Argentina,2021-07-29,Moderna,149
Argentina,2021-07-29,Oxford/AstraZeneca,11325775
Argentina,2021-07-29,Sinopharm/Beijing,9580249
Argentina,2021-07-29,Sputnik V,11540946
Argentina,2021-07-30,Moderna,284
Argentina,2021-07-30,Oxford/AstraZeneca,11437540
Argentina,2021-07-30,Sinopharm/Beijing,9881465
Argentina,2021-07-30,Sputnik V,11555121
Argentina,2021-07-31,Moderna,1980
Argentina,2021-07-31,Oxford/AstraZeneca,11499202
Argentina,2021-07-31,Sinopharm/Beijing,10085541
Argentina,2021-07-31,Sputnik V,11562608
Argentina,2021-08-01,Moderna,2257
Argentina,2021-08-01,Oxford/AstraZeneca,11528651
Argentina,2021-08-01,Pfizer/BioNTech,60
Argentina,2021-08-01,Sinopharm/Beijing,10216872
Argentina,2021-08-01,Sputnik V,11569026
Argentina,2021-08-02,Moderna,5958
Argentina,2021-08-02,Oxford/AstraZeneca,11616796
Argentina,2021-08-02,Pfizer/BioNTech,61
Argentina,2021-08-02,Sinopharm/Beijing,10530201
Argentina,2021-08-02,Sputnik V,11581250
Argentina,2021-08-03,Moderna,55657
Argentina,2021-08-03,Oxford/AstraZeneca,11750678
Argentina,2021-08-03,Sinopharm/Beijing,10742888
Argentina,2021-08-03,Sputnik V,11593320
Argentina,2021-08-04,CanSino,17
Argentina,2021-08-04,Moderna,77216
Argentina,2021-08-04,Oxford/AstraZeneca,11893422
Argentina,2021-08-04,Sinopharm/Beijing,10983811
Argentina,2021-08-04,Sputnik V,11605790
Argentina,2021-08-05,Moderna,95919
Argentina,2021-08-05,Oxford/AstraZeneca,12061964
Argentina,2021-08-05,Sinopharm/Beijing,11212946
Argentina,2021-08-05,Sputnik V,11620073
Argentina,2021-08-06,CanSino,18
Argentina,2021-08-06,Moderna,117113
Argentina,2021-08-06,Oxford/AstraZeneca,12217073
Argentina,2021-08-06,Pfizer/BioNTech,62
Argentina,2021-08-06,Sinopharm/Beijing,11443356
Argentina,2021-08-06,Sputnik V,11627611
Argentina,2021-08-07,Moderna,158871
Argentina,2021-08-07,Oxford/AstraZeneca,12299059
Argentina,2021-08-07,Pfizer/BioNTech,63
Argentina,2021-08-07,Sinopharm/Beijing,11592279
Argentina,2021-08-07,Sputnik V,11633263
Argentina,2021-08-08,Moderna,197922
Argentina,2021-08-08,Oxford/AstraZeneca,12321492
Argentina,2021-08-08,Pfizer/BioNTech,64
Argentina,2021-08-08,Sinopharm/Beijing,11689273
Argentina,2021-08-08,Sputnik V,11636565
Argentina,2021-08-09,Moderna,368840
Argentina,2021-08-09,Oxford/AstraZeneca,12437357
Argentina,2021-08-09,Pfizer/BioNTech,65
Argentina,2021-08-09,Sinopharm/Beijing,11783365
Argentina,2021-08-09,Sputnik V,11646978
Argentina,2021-08-10,Moderna,533470
Argentina,2021-08-10,Oxford/AstraZeneca,12546625
Argentina,2021-08-10,Sinopharm/Beijing,11871437
Argentina,2021-08-10,Sputnik V,11655761
Argentina,2021-08-11,Moderna,714293
Argentina,2021-08-11,Oxford/AstraZeneca,12687175
Argentina,2021-08-11,Pfizer/BioNTech,66
Argentina,2021-08-11,Sinopharm/Beijing,11953467
Argentina,2021-08-11,Sputnik V,11665326
Argentina,2021-08-12,CanSino,19
Argentina,2021-08-12,Moderna,851793
Argentina,2021-08-12,Oxford/AstraZeneca,12824477
Argentina,2021-08-12,Pfizer/BioNTech,68
Argentina,2021-08-12,Sinopharm/Beijing,12046464
Argentina,2021-08-12,Sputnik V,11690250
Argentina,2021-08-13,Moderna,957792
Argentina,2021-08-13,Oxford/AstraZeneca,12946214
Argentina,2021-08-13,Sinopharm/Beijing,12142312
Argentina,2021-08-13,Sputnik V,11783705
Argentina,2021-08-14,Moderna,1034239
Argentina,2021-08-14,Oxford/AstraZeneca,13035356
Argentina,2021-08-14,Sinopharm/Beijing,12177478
Argentina,2021-08-14,Sputnik V,11839672
Argentina,2021-08-15,Moderna,1073007
Argentina,2021-08-15,Oxford/AstraZeneca,13123081
Argentina,2021-08-15,Sinopharm/Beijing,12192029
Argentina,2021-08-15,Sputnik V,11861372
Argentina,2021-08-16,Moderna,1148461
Argentina,2021-08-16,Oxford/AstraZeneca,13151792
Argentina,2021-08-16,Sinopharm/Beijing,12209648
Argentina,2021-08-16,Sputnik V,11930713
Argentina,2021-08-17,Moderna,1309467
Argentina,2021-08-17,Oxford/AstraZeneca,13218676
Argentina,2021-08-17,Pfizer/BioNTech,69
Argentina,2021-08-17,Sinopharm/Beijing,12282150
Argentina,2021-08-17,Sputnik V,12070299
Argentina,2021-08-18,Moderna,1468774
Argentina,2021-08-18,Oxford/AstraZeneca,13292835
Argentina,2021-08-18,Sinopharm/Beijing,12360413
Argentina,2021-08-18,Sputnik V,12194105
Argentina,2021-08-19,Moderna,1576859
Argentina,2021-08-19,Oxford/AstraZeneca,13405831
Argentina,2021-08-19,Sinopharm/Beijing,12424999
Argentina,2021-08-19,Sputnik V,12334760
Argentina,2021-08-20,Moderna,1655246
Argentina,2021-08-20,Oxford/AstraZeneca,13556798
Argentina,2021-08-20,Pfizer/BioNTech,70
Argentina,2021-08-20,Sinopharm/Beijing,12488225
Argentina,2021-08-20,Sputnik V,12479103
Argentina,2021-08-21,Moderna,1678321
Argentina,2021-08-21,Oxford/AstraZeneca,13682572
Argentina,2021-08-21,Sinopharm/Beijing,12522572
Argentina,2021-08-21,Sputnik V,12553299
Argentina,2021-08-22,Moderna,1690189
Argentina,2021-08-22,Oxford/AstraZeneca,13769694
Argentina,2021-08-22,Pfizer/BioNTech,71
Argentina,2021-08-22,Sinopharm/Beijing,12563249
Argentina,2021-08-22,Sputnik V,12583752
Argentina,2021-08-23,Moderna,1731396
Argentina,2021-08-23,Oxford/AstraZeneca,13900663
Argentina,2021-08-23,Sinopharm/Beijing,12705509
Argentina,2021-08-23,Sputnik V,12678184
Argentina,2021-08-24,Moderna,1768879
Argentina,2021-08-24,Oxford/AstraZeneca,14048714
Argentina,2021-08-24,Sinopharm/Beijing,12893981
Argentina,2021-08-24,Sputnik V,12753423
Argentina,2021-08-25,Moderna,1798731
Argentina,2021-08-25,Oxford/AstraZeneca,14211575
Argentina,2021-08-25,Pfizer/BioNTech,72
Argentina,2021-08-25,Sinopharm/Beijing,13071906
Argentina,2021-08-25,Sputnik V,12809607
Argentina,2021-08-26,Moderna,1869296
Argentina,2021-08-26,Oxford/AstraZeneca,14361669
Argentina,2021-08-26,Pfizer/BioNTech,73
Argentina,2021-08-26,Sinopharm/Beijing,13240754
Argentina,2021-08-26,Sputnik V,12863089
Argentina,2021-08-27,Moderna,1927989
Argentina,2021-08-27,Oxford/AstraZeneca,14507813
Argentina,2021-08-27,Sinopharm/Beijing,13459446
Argentina,2021-08-27,Sputnik V,12907575
Argentina,2021-08-28,Moderna,1965347
Argentina,2021-08-28,Oxford/AstraZeneca,14561529
Argentina,2021-08-28,Sinopharm/Beijing,13590601
Argentina,2021-08-28,Sputnik V,12929167
Argentina,2021-08-29,Moderna,1985344
Argentina,2021-08-29,Oxford/AstraZeneca,14595070
Argentina,2021-08-29,Sinopharm/Beijing,13673529
Argentina,2021-08-29,Sputnik V,12961678
Argentina,2021-08-30,Moderna,2034616
Argentina,2021-08-30,Oxford/AstraZeneca,14717798
Argentina,2021-08-30,Pfizer/BioNTech,74
Argentina,2021-08-30,Sinopharm/Beijing,13833762
Argentina,2021-08-30,Sputnik V,13047763
Argentina,2021-08-31,Moderna,2101242
Argentina,2021-08-31,Oxford/AstraZeneca,14839057
Argentina,2021-08-31,Sinopharm/Beijing,13971571
Argentina,2021-08-31,Sputnik V,13183543
Argentina,2021-09-01,Moderna,2174288
Argentina,2021-09-01,Oxford/AstraZeneca,14949957
Argentina,2021-09-01,Sinopharm/Beijing,14123476
Argentina,2021-09-01,Sputnik V,13304030
Argentina,2021-09-02,Moderna,2237750
Argentina,2021-09-02,Oxford/AstraZeneca,15030682
Argentina,2021-09-02,Sinopharm/Beijing,14321056
Argentina,2021-09-02,Sputnik V,13410816
Argentina,2021-09-03,Moderna,2300040
Argentina,2021-09-03,Oxford/AstraZeneca,15111953
Argentina,2021-09-03,Sinopharm/Beijing,14519251
Argentina,2021-09-03,Sputnik V,13504162
Argentina,2021-09-04,Moderna,2336528
Argentina,2021-09-04,Oxford/AstraZeneca,15170876
Argentina,2021-09-04,Sinopharm/Beijing,14651867
Argentina,2021-09-04,Sputnik V,13572460
Argentina,2021-09-05,Moderna,2353989
Argentina,2021-09-05,Oxford/AstraZeneca,15232110
Argentina,2021-09-05,Sinopharm/Beijing,14728355
Argentina,2021-09-05,Sputnik V,13614236
Argentina,2021-09-06,Moderna,2406985
Argentina,2021-09-06,Oxford/AstraZeneca,15395424
Argentina,2021-09-06,Sinopharm/Beijing,14874505
Argentina,2021-09-06,Sputnik V,13693891
Argentina,2021-09-07,CanSino,67
Argentina,2021-09-07,Moderna,2457571
Argentina,2021-09-07,Oxford/AstraZeneca,15580071
Argentina,2021-09-07,Sinopharm/Beijing,15019622
Argentina,2021-09-07,Sputnik V,13777650
Argentina,2021-09-08,CanSino,107
Argentina,2021-09-08,Moderna,2497456
Argentina,2021-09-08,Oxford/AstraZeneca,15721389
Argentina,2021-09-08,Pfizer/BioNTech,76
Argentina,2021-09-08,Sinopharm/Beijing,15137268
Argentina,2021-09-08,Sputnik V,13852963
Argentina,2021-09-09,CanSino,114
Argentina,2021-09-09,Moderna,2531519
Argentina,2021-09-09,Oxford/AstraZeneca,15859629
Argentina,2021-09-09,Pfizer/BioNTech,77
Argentina,2021-09-09,Sinopharm/Beijing,15270601
Argentina,2021-09-09,Sputnik V,13945574
Argentina,2021-09-10,CanSino,118
Argentina,2021-09-10,Moderna,2566024
Argentina,2021-09-10,Oxford/AstraZeneca,15950904
Argentina,2021-09-10,Sinopharm/Beijing,15414788
Argentina,2021-09-10,Sputnik V,14018642
Argentina,2021-09-11,CanSino,393
Argentina,2021-09-11,Moderna,2578111
Argentina,2021-09-11,Oxford/AstraZeneca,16072539
Argentina,2021-09-11,Pfizer/BioNTech,78
Argentina,2021-09-11,Sinopharm/Beijing,15449802
Argentina,2021-09-11,Sputnik V,14048547
Argentina,2021-09-12,CanSino,766
Argentina,2021-09-12,Moderna,2579032
Argentina,2021-09-12,Oxford/AstraZeneca,16076787
Argentina,2021-09-12,Pfizer/BioNTech,80
Argentina,2021-09-12,Sinopharm/Beijing,15453174
Argentina,2021-09-12,Sputnik V,14049451
Argentina,2021-09-13,CanSino,14924
Argentina,2021-09-13,Moderna,2603666
Argentina,2021-09-13,Oxford/AstraZeneca,16243695
Argentina,2021-09-13,Pfizer/BioNTech,81
Argentina,2021-09-13,Sinopharm/Beijing,15512155
Argentina,2021-09-13,Sputnik V,14087723
Argentina,2021-09-14,CanSino,16124
Argentina,2021-09-14,Moderna,2651122
Argentina,2021-09-14,Oxford/AstraZeneca,16369586
Argentina,2021-09-14,Pfizer/BioNTech,218
Argentina,2021-09-14,Sinopharm/Beijing,15572711
Argentina,2021-09-14,Sputnik V,14132452
Argentina,2021-09-15,CanSino,17254
Argentina,2021-09-15,Moderna,2690345
Argentina,2021-09-15,Oxford/AstraZeneca,16416004
Argentina,2021-09-15,Pfizer/BioNTech,288
Argentina,2021-09-15,Sinopharm/Beijing,15627128
Argentina,2021-09-15,Sputnik V,14321902
Argentina,2021-09-16,CanSino,18580
Argentina,2021-09-16,Moderna,2720481
Argentina,2021-09-16,Oxford/AstraZeneca,16596073
Argentina,2021-09-16,Pfizer/BioNTech,4961
Argentina,2021-09-16,Sinopharm/Beijing,15676769
Argentina,2021-09-16,Sputnik V,14417667
Argentina,2021-09-17,CanSino,27169
Argentina,2021-09-17,Moderna,2741362
Argentina,2021-09-17,Oxford/AstraZeneca,16709439
Argentina,2021-09-17,Pfizer/BioNTech,10120
Argentina,2021-09-17,Sinopharm/Beijing,15769805
Argentina,2021-09-17,Sputnik V,14540521
Argentina,2021-09-18,CanSino,27642
Argentina,2021-09-18,Moderna,2755364
Argentina,2021-09-18,Oxford/AstraZeneca,16736632
Argentina,2021-09-18,Pfizer/BioNTech,18503
Argentina,2021-09-18,Sinopharm/Beijing,15814486
Argentina,2021-09-18,Sputnik V,14667279
Argentina,2021-09-19,CanSino,27686
Argentina,2021-09-19,Moderna,2774167
Argentina,2021-09-19,Oxford/AstraZeneca,16806655
Argentina,2021-09-19,Pfizer/BioNTech,19504
Argentina,2021-09-19,Sinopharm/Beijing,15846210
Argentina,2021-09-19,Sputnik V,14683478
Argentina,2021-09-20,CanSino,30182
Argentina,2021-09-20,Moderna,2794076
Argentina,2021-09-20,Oxford/AstraZeneca,16857505
Argentina,2021-09-20,Pfizer/BioNTech,21914
Argentina,2021-09-20,Sinopharm/Beijing,15900539
Argentina,2021-09-20,Sputnik V,14899874
Argentina,2021-09-21,CanSino,32679
Argentina,2021-09-21,Moderna,2804750
Argentina,2021-09-21,Oxford/AstraZeneca,16893748
Argentina,2021-09-21,Pfizer/BioNTech,23199
Argentina,2021-09-21,Sinopharm/Beijing,15970330
Argentina,2021-09-21,Sputnik V,15089168
Argentina,2021-09-22,CanSino,35968
Argentina,2021-09-22,Moderna,2833475
Argentina,2021-09-22,Oxford/AstraZeneca,17050969
Argentina,2021-09-22,Pfizer/BioNTech,26363
Argentina,2021-09-22,Sinopharm/Beijing,16051148
Argentina,2021-09-22,Sputnik V,15144907
Argentina,2021-09-23,CanSino,39844
Argentina,2021-09-23,Moderna,2913249
Argentina,2021-09-23,Oxford/AstraZeneca,17087691
Argentina,2021-09-23,Pfizer/BioNTech,103896
Argentina,2021-09-23,Sinopharm/Beijing,16123828
Argentina,2021-09-23,Sputnik V,15186569
Argentina,2021-09-24,CanSino,44135
Argentina,2021-09-24,Moderna,2933650
Argentina,2021-09-24,Oxford/AstraZeneca,17212588
Argentina,2021-09-24,Pfizer/BioNTech,128954
Argentina,2021-09-24,Sinopharm/Beijing,16177658
Argentina,2021-09-24,Sputnik V,15219621
Argentina,2021-09-25,CanSino,46654
Argentina,2021-09-25,Moderna,2941259
Argentina,2021-09-25,Oxford/AstraZeneca,17236449
Argentina,2021-09-25,Pfizer/BioNTech,135460
Argentina,2021-09-25,Sinopharm/Beijing,16245180
Argentina,2021-09-25,Sputnik V,15239938
Argentina,2021-09-26,CanSino,47274
Argentina,2021-09-26,Moderna,2946173
Argentina,2021-09-26,Oxford/AstraZeneca,17276866
Argentina,2021-09-26,Pfizer/BioNTech,136792
Argentina,2021-09-26,Sinopharm/Beijing,16279604
Argentina,2021-09-26,Sputnik V,15246313
Argentina,2021-09-27,CanSino,52907
Argentina,2021-09-27,Moderna,2969548
Argentina,2021-09-27,Oxford/AstraZeneca,17381398
Argentina,2021-09-27,Pfizer/BioNTech,144166
Argentina,2021-09-27,Sinopharm/Beijing,16383427
Argentina,2021-09-27,Sputnik V,15284407
Argentina,2021-09-28,CanSino,58224
Argentina,2021-09-28,Moderna,2993444
Argentina,2021-09-28,Oxford/AstraZeneca,17482315
Argentina,2021-09-28,Pfizer/BioNTech,151400
Argentina,2021-09-28,Sinopharm/Beijing,16485511
Argentina,2021-09-28,Sputnik V,15346138
Argentina,2021-09-29,CanSino,62143
Argentina,2021-09-29,Moderna,3015056
Argentina,2021-09-29,Oxford/AstraZeneca,17553563
Argentina,2021-09-29,Pfizer/BioNTech,161093
Argentina,2021-09-29,Sinopharm/Beijing,16569938
Argentina,2021-09-29,Sputnik V,15411023
Argentina,2021-09-30,CanSino,65388
Argentina,2021-09-30,Moderna,3032839
Argentina,2021-09-30,Oxford/AstraZeneca,17633786
Argentina,2021-09-30,Pfizer/BioNTech,187584
Argentina,2021-09-30,Sinopharm/Beijing,16651111
Argentina,2021-09-30,Sputnik V,15539062
Argentina,2021-10-01,CanSino,69169
Argentina,2021-10-01,Moderna,3050056
Argentina,2021-10-01,Oxford/AstraZeneca,17775835
Argentina,2021-10-01,Pfizer/BioNTech,209603
Argentina,2021-10-01,Sinopharm/Beijing,16698922
Argentina,2021-10-01,Sputnik V,15610737
Argentina,2021-10-02,CanSino,70327
Argentina,2021-10-02,Moderna,3055477
Argentina,2021-10-02,Oxford/AstraZeneca,17877230
Argentina,2021-10-02,Pfizer/BioNTech,218108
Argentina,2021-10-02,Sinopharm/Beijing,16719301
Argentina,2021-10-02,Sputnik V,15653100
Argentina,2021-10-03,CanSino,70494
Argentina,2021-10-03,Moderna,3058940
Argentina,2021-10-03,Oxford/AstraZeneca,17943620
Argentina,2021-10-03,Pfizer/BioNTech,224281
Argentina,2021-10-03,Sinopharm/Beijing,16726584
Argentina,2021-10-03,Sputnik V,15678230
Argentina,2021-10-04,CanSino,73265
Argentina,2021-10-04,Moderna,3072533
Argentina,2021-10-04,Oxford/AstraZeneca,18002797
Argentina,2021-10-04,Pfizer/BioNTech,240329
Argentina,2021-10-04,Sinopharm/Beijing,16809931
Argentina,2021-10-04,Sputnik V,15733606
Argentina,2021-10-05,CanSino,76908
Argentina,2021-10-05,Moderna,3088795
Argentina,2021-10-05,Oxford/AstraZeneca,18067005
Argentina,2021-10-05,Pfizer/BioNTech,304037
Argentina,2021-10-05,Sinopharm/Beijing,16849333
Argentina,2021-10-05,Sputnik V,15813358
Argentina,2021-10-06,CanSino,80838
Argentina,2021-10-06,Moderna,3100403
Argentina,2021-10-06,Oxford/AstraZeneca,18151480
Argentina,2021-10-06,Pfizer/BioNTech,328301
Argentina,2021-10-06,Sinopharm/Beijing,16889647
Argentina,2021-10-06,Sputnik V,15896758
Argentina,2021-10-07,CanSino,83535
Argentina,2021-10-07,Moderna,3130667
Argentina,2021-10-07,Oxford/AstraZeneca,18251586
Argentina,2021-10-07,Pfizer/BioNTech,372919
Argentina,2021-10-07,Sinopharm/Beijing,16925867
Argentina,2021-10-07,Sputnik V,15947865
Argentina,2021-10-08,CanSino,84445
Argentina,2021-10-08,Moderna,3136225
Argentina,2021-10-08,Oxford/AstraZeneca,18302821
Argentina,2021-10-08,Pfizer/BioNTech,387906
Argentina,2021-10-08,Sinopharm/Beijing,16939619
Argentina,2021-10-08,Sputnik V,15982881
Argentina,2021-10-09,CanSino,85262
Argentina,2021-10-09,Moderna,3141510
Argentina,2021-10-09,Oxford/AstraZeneca,18344884
Argentina,2021-10-09,Pfizer/BioNTech,391799
Argentina,2021-10-09,Sinopharm/Beijing,16960709
